PRID,PRTITLE,PRREASON,PRTYPE,CONFIDENCE
3265118634,ファイルパス参照を相対パスに統一し、doc/からdocs/に統一,"The changes unify file path references and directory names to improve consistency and prevent path resolution issues, which is a refactoring of existing code without adding features or fixing bugs.",refactor,9
3265640341,Add build staleness detection for debug CLI,"The PR introduces a new feature that adds build staleness detection to the debug CLI, including new modules, build system updates, detection logic, and documentation. This is a clear addition of functionality rather than a fix or other type of change.",feat,10
3232028428,Win-build-improvements,"The PR introduces additional documentation and automation to improve the build process for Windows contributors, which enhances the build system and setup experience without adding new features or fixing bugs.",build,9
3214555104,Add function signature breaking change detector,"The PR introduces a new script and GitHub Actions workflow to detect breaking changes in Python function signatures, which is a new feature to improve build and test infrastructure. It does not fix a bug or just refactor existing code, but adds new functionality to the build process.",feat,9
3214782537,Major Architecture Refactor - Configuration System Overhaul with RSFC Integration,"The PR describes a major architectural refactor of the configuration system and template system integration, focusing on restructuring, modernization, and improved maintainability without introducing a new feature or fixing a bug. It is a large-scale refactor of existing systems.",refactor,10
3216678691,IOS-4845 Update CLAUDE.md to prevent AI signatures in commits,"The changes involve updating documentation to add rules and examples, which is a documentation-only change without code modifications or feature additions.",docs,9
3165023078,Convert to typescript,"The commit describes converting the codebase from JavaScript to TypeScript without adding new features or fixing bugs, which is a refactor to improve code quality and maintainability.",refactor,9
3273580906,management-api-for-apache-cassandra-5.0: update to v0.1.106,"The update addresses CVE-related dependency issues and fixes a Maven dependency convergence error, which are bug fixes related to security and build dependencies.",fix,9
3273752719,📚 Comprehensive Maestro Workflow Guide & Documentation,"The PR adds a large amount of new documentation and guides without changing code functionality, indicating documentation-only changes.",docs,10
3274038425,"Alpha.78: Agent System Fix, Hooks Improvements & GitHub CLI Safety","The PR includes multiple bug fixes such as fixing the agent type system, hooks hanging issue, and GitHub CLI timeouts, which are all corrections to existing functionality rather than new features or other types of changes.",fix,9
3220223180,[DEV] Triton-viz Visualizer 2.0,"The commit introduces multiple fixes to both frontend and backend parts of the visualization system, addressing bugs related to DOM initialization, import paths, data handling, and server improvements. It also removes a deprecated example and adds new example files. The primary focus is on fixing issues rather than adding new features or refactoring.",fix,9
3222101465,♻️ Refactor database schema design workflow to use function agents and messages,"The title and body clearly indicate a refactor of the database schema design workflow, focusing on code restructuring without adding new features or fixing bugs. The summary also highlights refactoring and code simplification.",refactor,9
2876006908,Improve list and collection materializers performance,"The PR introduces a significant new feature that optimizes list and collection materializers with batch compression, chunking, and improved metadata handling, enhancing performance and cloud storage support. This is a clear addition of new functionality rather than a bug fix or other change type.",feat,10
2876533575,Clarify error message for missing plugin versions,"The commit clarifies error messages to provide more specific feedback to users, which is a correction of the existing behavior (bug fix) rather than a new feature or other change type.",fix,9
2883083776,Add CLAUDE.md with SDK development guide,"The change adds a new documentation file (CLAUDE.md) with a development guide, which is purely documentation and does not affect code functionality.",docs,10
2883609845,Upgrade to Go 1.24 and update dependencies,"The PR updates the Go version and dependencies, including changes to CI workflows and dependency management, which affect the build system and external dependencies.",build,9
2888185420,No-switching-tab-on-slice,"The changes introduce a new flag and method to control the behavior of the slicing progress notification, effectively adding a new feature to the notification system.",feat,9
2892364501,Add no_jobs_exit_timeout parameter to WorkerOptions,"The PR introduces a new feature that allows workers to automatically exit after being idle for a specified timeout, which is a new capability added to the WorkerOptions.",feat,9
2892443818,example-demo: Add interactive token visualization with connecting lines,"The PR introduces a new interactive feature for token visualization, including hover effects and animations, which adds new functionality to the project.",feat,9
3246635062,Quad-damage-enhancements,"The commit introduces major new features and enhancements to the BMAD framework, including new workflows, templates, agent capabilities, and documentation, all of which add new functionality rather than fixing bugs or making minor changes.",feat,10
3165597086,Implement automated demo recording CI/CD pipeline (closes #68),"The PR introduces a new automated demo recording and comparison system integrated into the CI/CD pipeline, adding new functionality without fixing a bug or changing existing features. This aligns with the 'feat' type for new features.",feat,10
3200679276,Implement lazy loading for RegistryInstance to improve latency in operations where the registry does not need to be read,"The PR introduces lazy loading to improve latency and reduce overhead, which is a performance optimization rather than a bug fix or new feature.",perf,9
3200698874,🚀 Claude-Flow v2.0.0 Enterprise Release - Complete ruv-swarm Intelligence Integration,"The PR introduces a major new version (v2.0.0) with extensive new features including ruv-swarm intelligence integration, multiple new tools, neural network processing, and production-ready infrastructure. The description highlights new capabilities and enhancements rather than bug fixes or documentation only changes, indicating a new feature release.",feat,10
3201567268,stm32/eth: Improve Ethernet driver with link detection and static IP support.,"The PR introduces new features such as automatic cable connect/disconnect detection, static IP configuration before interface activation, and improved DHCP timing, which are all enhancements to the Ethernet driver functionality.",feat,10
3250080019,[fix][broker]Fix thread safety issues in BucketDelayedDeliveryTracker with StampedLock optimistic reads,"The PR fixes thread safety issues and race conditions in the BucketDelayedDeliveryTracker component, which are bugs affecting correctness under concurrency. The description explicitly states it fixes a bug (#23190) and improves thread safety without adding new features or changing behavior.",fix,10
3250173556,Add exponential moving matrix functions to benchmarks,"The commit introduces new benchmark functions and updates the benchmark summary generation, which constitutes adding new features to the benchmark suite. The README update supports this feature addition by explaining the new handling.",feat,9
3250235391,"[UI/UX] Implement Frontend Alias System: Rename ""Trading"" Skill → ""Crypto Trading""","The PR introduces a new frontend alias system to map database skill keys to user-friendly display names, which is a new feature enhancing the UI/UX without fixing a bug or refactoring existing code.",feat,9
3250272016,Clarify axis parameter behavior in README,"The change involves adding a new section to the README to clarify the behavior of a parameter, which is purely documentation enhancement without code changes.",docs,10
3250477735,Optimize nancorrmatrix and nancovmatrix for cache locality,"The changes improve the performance of the functions by optimizing cache locality and reducing cache misses, which is a clear performance enhancement rather than a bug fix or new feature.",perf,9
3250746691,Add Hot Reload Feature with File Watching and Manual Refresh,"The PR introduces a new hot reload feature with file watching and a manual refresh button, adding new functionality to the project.",feat,10
3112345209,Remove outdated note about Claude.ai MCP support,"The change involves removing an outdated note in the documentation about Claude.ai MCP support, which is purely a documentation update without any code changes or bug fixes.",docs,10
3114327280,Rename ResourceReference to ResourceTemplateReference in draft spec,"The change is a renaming of an interface to better reflect its purpose, which is a refactor since it does not add a feature or fix a bug but improves code clarity.",refactor,9
3115558470,Add actor ID tracking to trace events,"The title indicates the addition of a new feature, specifically actor ID tracking to trace events, which is a new capability rather than a fix or documentation change.",feat,9
3245552368,sql/stats: prevent stats collection in read-only tenants,"The changes prevent statistics collection in read-only tenants, fixing an issue where stats were incorrectly collected. This is a bug fix addressing tenant-level read-only detection and preventing stats collection accordingly.",fix,9
3245746342,Migrate code generator to Scala 3,"The PR involves migrating the codebase to Scala 3, updating dependencies, and fixing compilation warnings, which primarily constitutes a refactor and compatibility update rather than adding new features or fixing bugs.",refactor,9
3245809034,"Add --python, --project, and --with-requirements options to CLI commands","The PR introduces new CLI options to add features for specifying Python versions and dependency management, enhancing the functionality of the CLI commands. This is a clear addition of new features rather than a fix, documentation update, or other change type.",feat,9
3258945821,✨ feat(multi-tenant): add dynamic IAM roles per tenant for isolated resource access,"The PR introduces a new feature that adds dynamic IAM roles per tenant for isolated resource access, enhancing multi-tenant support and security boundaries. This clearly fits the 'feat' category as it adds new functionality.",feat,10
3259580896,add support for nextjs instrumentation,"The PR introduces a new feature by adding support for Next.js instrumentation, enabling custom instrumentation and error monitoring in Cloudflare Pages applications. This is a clear addition of functionality rather than a fix, documentation, or other change.",feat,10
3260720963,Complete Pharmacy Payment Acceptance Functionality - Closes #14095,"The PR introduces a complete payment acceptance functionality for pharmacy bills, including new UI/UX features, integration with PaymentService, and enhancements to refund processing. These changes add new capabilities and improve existing workflows, which aligns with the 'feat' type for new features.",feat,10
3190199796,Add comment export feature on process termination,"The PR introduces a new feature that allows exporting comments on process termination, including new API endpoints and automatic comment sending, which clearly adds new functionality.",feat,9
3088611576,Add dot notation access for workflow outputs,"The PR introduces a new feature that allows dot notation access for workflow outputs, improving readability and usability without fixing a bug or refactoring existing code.",feat,10
3090065215,Add Claude CLI support with Strategy Pattern architecture (v0.6.0),"The PR introduces a new feature: support for Claude CLI with a Strategy Pattern architecture, enhancing performance and extensibility. This aligns with the 'feat' type for new features.",feat,10
3094661465,Add systematic script to find ALL redundant SubClassOf axioms,"The PR introduces a new Perl script that systematically detects redundant SubClassOf axioms, which is a new capability or feature for the project. It does not fix a bug, improve performance, or change documentation only, but adds a new tool for redundancy detection.",feat,9
3132739442,Consolidate algorithmic constants into comprehensive constants header,"The PR introduces a new header file consolidating various constants used throughout the codebase, which is a new feature that improves code organization and maintainability. It does not fix a bug or just refactor existing code without adding features, but rather adds a new centralized resource for constants.",feat,9
3132983801,"migrate m_evn/m_odd to k{Even,Odd}Parity","The commit systematically replaces cryptic constants with descriptive ones and removes deprecated includes, improving code readability without adding features or fixing bugs. This is a refactor to improve code clarity and maintainability.",refactor,9
3133058562, Add Enhanced BMAD System: Complete Enterprise AI Development Platform with 4-Phase Implementation,"The PR introduces a comprehensive new system with multiple phases and numerous new features, indicating a significant addition of functionality rather than a fix or documentation update.",feat,10
3135266974,Add sklearn-compatible pipelines for Bayesian bandits with separated arguments,"The PR introduces new sklearn-compatible pipeline features for Bayesian bandits, adding new functionality without fixing bugs or refactoring existing code. It clearly adds new features and capabilities.",feat,10
3136804156,Show thumbnail description as visible text,"The change introduces a new way to display the thumbnail description as visible text, aligning with design mocks, which is a new feature rather than a bug fix or other type of change.",feat,9
3138027382,Add comprehensive workflow validation,"The PR introduces a new CLI command 'roast validate' and a multi-level validation system, which are new features enhancing the functionality of the project. It also includes schema updates and documentation, but the primary change is the addition of new features.",feat,10
3138117853,Add input step type for user interaction,"The PR introduces a new feature: a new input step type for user interaction in workflows, supporting various input types and validations.",feat,10
3138222448,"✨ feat: Implement @tevm/test-matchers storage, transaction, and block matchers","The PR introduces new test matchers as features to the @tevm/test-matchers package, adding new functionality rather than fixing bugs or making other types of changes.",feat,10
3138264959,🐛 fix: Preserve original skipBalance and skipNonce flags during mining (#1612),"The PR fixes a bug where transaction flags skipBalance and skipNonce were incorrectly hardcoded during mining, causing incorrect transaction processing. The changes restore correct behavior by preserving original flags, which is a bug fix.",fix,10
3138362649,✨ feat: implement MODEXP precompile (EIP-198) with EIP-2565 gas optimization,"The PR introduces a new feature by implementing the MODEXP precompile with EIP-198 compliance and EIP-2565 gas optimization, along with comprehensive tests and input validation. This clearly fits the 'feat' category for new features.",feat,10
3138387778,✨ feat: implement SSTORE gas refunds and EIP-2200 storage gas costs,"The PR introduces a new feature implementing EIP-2200 compliant SSTORE gas refunds and storage gas cost calculations, along with new infrastructure and VM integration for gas refund tracking and original storage value caching. This is clearly a feature addition rather than a bug fix or other change type.",feat,10
3141541564,Direct FFI Integration for idb_companion,"The PR introduces a new feature: a Direct FFI integration that provides a faster, simpler alternative to the existing gRPC-based architecture. It adds new code, documentation, and CI workflows to support this feature.",feat,9
3204479528,🔧 ToolSandbox统一重构：修复process API缺失和代码重复问题,"The PR title and body describe fixing missing process API support, resolving dependency analysis issues, and removing code duplication, all of which are bug fixes and improvements to existing functionality rather than new features or refactors alone.",fix,9
3204995137,🎯 实现统一项目工作目录：@project://.promptx/cwd,"The PR introduces a new feature that implements a unified project working directory with protocol path support and sandbox isolation, enhancing the architecture and developer experience without fixing a bug or just refactoring.",feat,10
3205734508,Convert Build.Compose from string to struct with auto-detection,"The PR introduces a new feature by changing the Build.Compose field to a struct with auto-detection capabilities, enabling more flexible Docker Compose configuration. This is a clear addition of new functionality rather than a fix or refactor alone.",feat,9
3205893657,Preserve snapshot names with INSTA_GLOB_FILTER,"The change introduces a new behavior to preserve snapshot names correctly when using INSTA_GLOB_FILTER, and it includes a test case to verify this behavior. The main purpose is to add a feature ensuring snapshot names retain their suffixes properly under filtering conditions.",feat,8
3248210397,🤖 Add Comprehensive AI Agent Friendly CLI Support,"The PR introduces new features that enable non-interactive CLI support for AI agents, adds environment variables for automation, and generates automatic documentation for AI integration. These are clear feature additions rather than bug fixes or other types of changes.",feat,10
3249619721,Add relative line number positioning for buttons (fixes #165),"The PR introduces a new feature that adds support for relative line number positioning for buttons, enhancing the existing functionality without fixing a bug or making other types of changes.",feat,10
3250024089,Implement Modern Svelte 5 UI with Enhanced Settings and Integration Testing,"The PR introduces a comprehensive new frontend implementation with many new features including UI components, settings management, integration testing, analytics, and developer experience improvements. It is clearly a feature addition rather than a fix, docs, or other change type.",feat,10
3176357483,[Backport stable/zed] ci: update CSI job to use ubuntu-latest (#2783),"The commit updates the CI job configuration to use a different Ubuntu version, which is a change to the CI configuration files and scripts.",ci,9
3176421116,[Backport stable/2023.2] ci: update CSI job to use ubuntu-latest (#2783),"The change updates the CI job configuration to use a different Ubuntu version, which is a modification to the CI setup files and scripts.",ci,9
3176427591,[Backport stable/2023.1] ci: update CSI job to use ubuntu-latest (#2783),"The change updates the CI job configuration to use a different Ubuntu version, which is a modification to the CI setup files and scripts.",ci,9
3243533799,添加 Mermaid 圖表並整合中文翻譯,"The PR adds new Mermaid diagrams and integrates Chinese translations into documentation files, enhancing the documentation with new visual features and language support. This constitutes adding new features to the documentation rather than fixing bugs or refactoring existing code.",feat,9
3244896143,Release v0.48.0,"The PR is primarily about updating the version number for a new release, which is a chore related to release management rather than a feature, fix, or other code change.",chore,9
3245011006,Implement Context Engineering - Add ContextAgent for AI Context Generation,"The PR introduces a new feature called ContextAgent that adds context engineering capabilities, including context generation, codebase analysis, and prompt enhancement. The changes are additive and include new classes, examples, and tests, which aligns with the 'feat' type for new features.",feat,10
3267110060,security: Fix critical vulnerabilities from PR #1219 review - Complete authentication hardening,"The PR primarily addresses critical security vulnerabilities by implementing comprehensive security hardening in the authentication system, which involves fixing bugs related to token exposure, logging, deprecated methods, and randomness. While it includes some refactoring and dependency updates, the main focus is on fixing security issues, so 'fix' is the most appropriate label.",fix,9
3229176248,Add --flow-run-name option to deployment run CLI,"The PR introduces a new CLI option '--flow-run-name' that allows users to set custom flow run names, including templating support. This adds new functionality to the deployment run command, which qualifies as a new feature.",feat,9
3229710961,Add model presets support infrastructure,"The changes introduce new infrastructure and methods to support model presets, which is a new feature addition. The fix mentioned is minor and related to the new feature, so the overall change is best classified as a feature addition.",feat,9
3230307499,Add --quiet flag to bun pm pack command,"The PR introduces a new command-line flag '--quiet' to the 'bun pm pack' command, adding new functionality for scripting and automation workflows. This is a clear addition of a new feature rather than a fix or other change type.",feat,10
3164250713,🚀 Major Enhancement: Workflow-Based Tool Architecture v5.5.0,"The PR introduces a major new feature: a workflow-based tool architecture with intelligent model selection, step-by-step workflows, and enhanced tool capabilities. It significantly extends functionality and adds new components, tests, and documentation, fitting the 'feat' category.",feat,10
3274362044,Replace custom rate limiting logic,"The PR introduces a new feature by replacing the custom rate limiting logic with the Rack::Attack middleware, adding comprehensive throttling rules and maintaining the same rate limits. This is an enhancement that adds new functionality rather than just fixing a bug or refactoring existing code.",feat,9
3274741142,🎯 Maestro Comprehensive Workflow Guide + Code Quality Integration,"The PR introduces a major new feature: a comprehensive Maestro workflow system with integrated code quality tooling and agent specialization, along with extensive documentation and tooling improvements. This is clearly a feature addition rather than a fix, refactor, or other change type.",feat,10
3275029115,Complete JuliaSyntax 1.0 update with Julia 1.11 compatibility fixes,"The PR updates the codebase to be compatible with JuliaSyntax 1.0 and Julia 1.11, fixing compatibility issues and API changes. These are bug fixes to maintain functionality with new versions rather than adding new features or refactoring.",fix,9
3275097396,Add get_all_tasks functionality to fetch tasks across all projects,"The PR introduces a new method `get_all_tasks()` to fetch tasks across all projects, which is a new feature enhancing the existing functionality.",feat,9
3275149041,N-API Go html-to-markdown,"The PR introduces a new N-API Go module for HTML-to-Markdown conversion, adds a hybrid fallback system, integrates the build into Docker and CI, and includes new test suites. These are all new features enhancing the existing system without fixing a bug or just refactoring.",feat,9
3275448809,Add DAE support for GPU kernels with mass matrices and initialization,"The PR introduces new features including comprehensive DAE support for GPU kernels, enhanced mass matrix handling, and a new initialization framework, all of which add new capabilities without fixing bugs or refactoring existing code.",feat,10
3275455685,Add DAE support for GPU kernels with mass matrices and initialization,"The PR introduces new features including comprehensive DAE support for GPU kernels, enhanced mass matrix support, and a new initialization framework, all of which add new capabilities without fixing bugs or refactoring existing code.",feat,10
3276605733,Add CPU backend testing support via KernelAbstractions,"The changes introduce new testing support for the CPU backend and add new CI workflows, which are new features enhancing the testing capabilities and infrastructure.",feat,9
3253582273,"Rename ""Agent Leaderboard"" to ""Skill Leaderboard""","The PR changes the naming of a UI element from 'Agent Leaderboard' to 'Skill Leaderboard', which is a textual update and does not add new features or fix bugs. It is primarily a documentation or labeling change within the UI text.",docs,8
3254261062,Improve workflow status handling and change detection,"The title indicates improvements in workflow status handling and change detection, which suggests enhancements or new capabilities rather than bug fixes or documentation changes. This aligns best with a feature addition.",feat,8
3254647682,skip unnecessary alias-check in collect(::AbstractArray) from copyto\!,"The PR introduces an optimization by skipping an unnecessary alias check in the collect function, improving performance without changing functionality or fixing a bug.",perf,9
3254649795,Add Base.active_manifest(),"The PR introduces a new function `Base.active_manifest()` which adds new functionality to the codebase, indicating a new feature addition.",feat,9
3196885081,   1 ♻️ refactor(patterns): modularize execution-patterns.yml,"The PR title and body clearly indicate a restructuring and modularization of existing code without adding new features or fixing bugs. The focus is on improving code organization and maintainability, which aligns with a refactor type.",refactor,9
3197436829,Upgrade to Biome v2,"The PR primarily upgrades the Biome linter to version 2, updates configuration files, and fixes linting errors and warnings. It includes bug fixes such as removing unused variables and fixing async functions without await. The changes are mostly about fixing issues introduced by the upgrade and improving code quality, which aligns with a bug fix category.",fix,9
3197484474,[WIP] Refactor ForkId implementation to reduce technical debt,"The PR is focused on refactoring the ForkId implementation to reduce technical debt and simplify the code without adding new features or fixing bugs. It maintains existing functionality and tests pass without modification, indicating a refactor rather than a feature or fix.",refactor,9
3166880168,♻️ refactor: remove redundant column.unique field from schema,"The commit removes a redundant field and refactors the codebase to use a single source of truth for uniqueness tracking without adding new features or fixing bugs. It reorganizes and cleans up the code structure, which is characteristic of a refactor.",refactor,9
3168125372,Add automated release workflow for develop->main PR merges,"The PR introduces a new automated release workflow, which is a new feature added to the CI/CD process, thus it fits best under 'feat'.",feat,9
3168142663,Release v3.31.0-rc2,"The PR is focused on release process improvements, build and deployment enhancements, and developer experience improvements, which are related to the build system and release automation rather than code features or fixes.",build,9
3150240545,Add permission handling for tool usage with user dialog,"The PR introduces a new permission handling system with user dialogs and enhanced error detection, which adds new functionality without fixing a bug or refactoring existing code. This clearly qualifies as a new feature.",feat,10
3150393125,Remove obsolete node labels for ws-daemon and registry-facade readiness,"The PR removes obsolete node labels and related code, which is a refactor since it cleans up code and configuration without adding new features or fixing bugs.",refactor,9
3151360963,kubeflow-centraldashboard: fix GHSA-v6h2-p8h4-qcjw in vendored protobufjs deps,"The PR fixes a security vulnerability (CVE) in a vendored dependency by manually replacing the vulnerable package during the build process, which is a bug fix related to security.",fix,9
3207905993,Step 1: Create base infrastructure for MCPProxyService extraction,"The PR introduces new infrastructure, TypeScript interfaces, utility functions, and documentation to support a new reusable service, which constitutes a new feature addition rather than a fix or refactor alone.",feat,9
3207910026,Step 2: Implement TransportFactory class,"The PR introduces a new TransportFactory class with multiple new features such as centralized creation of transport types, header management, environment handling, lifecycle management, and error handling. These are all new capabilities added to the codebase, which classifies this as a feature addition.",feat,9
3207914894,Step 3: Implement MCPProxyService class,"The PR introduces a new class MCPProxyService with multiple new features such as event-driven API, connection management, status tracking, and helper methods, which clearly adds new functionality to the codebase.",feat,9
3207921071,Step 4: Refactor main server to use MCPProxyService,"The PR describes a significant restructuring of the main server code to use a centralized service for transport management, improving code maintainability and architecture without adding new features or fixing bugs. This aligns with a refactor type, as it neither adds new features nor fixes bugs but improves code structure and separation of concerns.",refactor,9
3208559377,修复init命令循环依赖问题 - Issue #129,"The PR title and description clearly indicate that the changes fix a circular dependency bug in the init command, improving initialization order and avoiding early dependencies. This is a bug fix rather than a new feature or refactor.",fix,9
3210837112,"Return ""follow_polyline_trajectory"" behavior in do_nothing behavior plugin","The change fixes the behavior plugin to correctly report its current action, which was previously incorrect and caused confusion. This is a bug fix improving the correctness of the system's behavior reporting.",fix,9
3211505201,Display last 10 commit messages from pannous/wasp repository,"The PR introduces a new feature to retrieve and display the last 10 commit messages from the repository, which is a new functionality rather than a fix or documentation change.",feat,9
3184725856,Match Node.js v24 behavior for `napi_get_value_string_utf8` handling of `NAPI_AUTO_LENGTH`,"The PR fixes a bug where the function `napi_get_value_string_utf8` incorrectly returned an empty string when `NAPI_AUTO_LENGTH` was passed, by aligning the behavior with Node.js v24. This is a clear bug fix.",fix,10
3185547207,Add MCP Server Implementation,"The PR introduces a complete MCP server implementation and new MCP tools, which are new features added to the system. It does not fix a bug or make other types of changes.",feat,10
3120774449,[Private Fork] feat: add AuditLogSubscriber to log integration config changes with sensitive data sanitization,"The PR introduces a new feature that adds audit logging for integration configuration changes with sensitive data sanitization, which is a clear enhancement to the existing functionality.",feat,10
3124189482,📚 Improve documentation with best practices and --ignore guidance,"The PR focuses entirely on improving and expanding the documentation to help users understand best practices and usage guidance, without changing code functionality or adding features.",docs,10
3124595999,Add Python stub file generation with documentation parsing,"The PR introduces a new feature that generates Python stub files with documentation parsing, enhancing IDE support with autocompletion and type hints. This clearly adds new functionality rather than fixing a bug or making other types of changes.",feat,10
3105926969,[Not Live; disabled by default] Add Claude Explain feature for AI-powered assembly explanations,"The PR introduces a new feature called Claude Explain that provides AI-powered explanations of assembly code generation, including UI, backend integration, and documentation. This clearly fits the 'feat' category for a new feature addition.",feat,10
3234650797,[WIP] Convert all packages to ESM-only distribution,"The PR introduces a major change by converting all packages to ESM-only distribution, removing CommonJS support, and simplifying the build process. This is a new feature that changes how the packages are distributed and used, aligning with modern JavaScript standards.",feat,9
3235103212,Implement webhook test functionality with example payloads,"The PR introduces a new webhook test functionality feature, including new methods, API support, and comprehensive tests, which clearly adds new capabilities rather than fixing bugs or making other changes.",feat,10
3223177403,Improve GitHub repository source_id extraction,The changes introduce a new utility function and refactor existing code to improve source_id extraction without adding new features or fixing bugs. This is a refactor as it improves code structure and consistency without changing functionality.,refactor,9
3269032263,Add SIMD optimizations for 23.5% performance improvement,"The PR introduces new SIMD optimizations for tokenization, pattern matching, and ranking, resulting in significant performance improvements. This is a clear addition of new features aimed at enhancing performance, fitting the 'feat' category.",feat,9
3271045504,Address @ajpallares review feedback for promotional offers in paywalls,"The PR addresses architectural and implementation feedback to improve the existing promotional offers feature without adding new features or fixing bugs. It refactors the codebase for better structure, dependency injection, module boundaries, and cleanup, making the implementation production-ready. Therefore, it is a refactor type change.",refactor,9
3271050710,🚀 Alpha.74: SQLite & Async/Await Fixes,"The PR fixes bugs related to SQLite loading and async/await usage in hive-mind sessions, addressing errors and improving reliability without adding new features or refactoring code.",fix,10
3271081741,🚀 Alpha.75: Windows Compatibility Overhaul (Based on PR #483 by @alexx-ftw),"The PR introduces comprehensive Windows compatibility improvements, including cross-platform script changes, path normalization, installation support, and dependency management, which are new features enhancing the software's functionality on Windows platforms.",feat,9
2903936265,Add customizable stop sequences for OE evaluations,"The changes introduce a new feature allowing customizable stop sequences in OE evaluations, which is an enhancement rather than a bug fix or other type of change.",feat,9
2905670458,Improve the applevel interface of OpArg and OpImpl,"The changes introduce new features such as support for a new operator, constructor overloading, and new properties, which are all additions to the existing functionality.",feat,9
2908771855,Add definition method to OLS implementation,"The PR introduces new methods to the OLS implementation and adds new types, which constitutes adding new features. It also includes tests for these new methods, supporting the feature addition. The fix to the MRO issue is minor compared to the main feature addition and does not dominate the change.",feat,9
2912546402,Add GitHub API caching to prevent rate limiting,"The PR introduces a new feature by adding GitHub API caching to prevent rate limiting, which is a new functionality enhancing the system.",feat,9
2914277614,Fixes citrate synthase activity #29891,"The PR title and body describe merging and obsoleting terms related to citrate synthase activity, which is a correction or fix to the ontology or data representation. This aligns with fixing an issue rather than adding a new feature or documentation only.",fix,9
2914376188,[公司職稱頁面] 展開經驗 View Log,"The PR adds a new feature to the company title page, specifically the experience tracking (View Log) functionality, including preview and detailed views, which fits the 'feat' category.",feat,9
2918329879,testing DO NOT MERGE,"The change involves adding a shoutout in the extension description, which is a documentation update rather than a code feature or fix.",docs,9
2920999550,Add memory limit option to CLI,"The PR introduces a new feature by adding a memory limit option to the CLI, which was not previously available, enhancing the functionality of the command-line interface.",feat,9
2921044123,Update synonyms of Wolffian adnexal tumor (FATWO) to EXACT with references fixes #8791,"The PR updates synonym classification and adds references, which is a correction of existing data rather than a new feature or refactor. It fixes the synonym relationship to be exact, addressing an issue.",fix,9
2922672896,Implement OmniMCP for Claude computer control,"The PR introduces a new system called OmniMCP that enables Claude to control the computer, adding new features such as UI interaction methods, a new protocol server, and a CLI runner. This clearly represents a new feature addition rather than a fix, documentation, or other change types.",feat,9
3238330931,🐝 Fix Queen Identity Persistence (Issue #311),"The PR fixes a bug where the Queen identity was not persisting correctly, breaking continuous coordination. The changes implement a solution to maintain persistent Queen identity and prevent the issue from recurring, which is a bug fix.",fix,10
3238444749,🐝 Fix Swarm Executor ReferenceError: basicSwarmNew is not defined (Issue #342),"The PR title and detailed description clearly indicate that this change fixes a critical ReferenceError bug in the swarm executor. The fix includes correcting parameter mismatches, adding input validation, improving error handling, and ensuring the system no longer crashes. This is a classic bug fix scenario.",fix,10
3238483606,🔧 Fix Memory Backend Configuration Bug (Issue #347),"The PR fixes a critical bug causing system initialization failure by properly configuring the MemoryManager with required parameters, eliminating crashes and improving reliability. This is clearly a bug fix.",fix,10
3238491477,🔧 Fix Memory Backend Configuration Bug (Issue #347),"The PR fixes a critical bug causing system initialization failure by properly configuring the MemoryManager with required parameters, eliminating crashes and improving reliability. This is clearly a bug fix.",fix,10
3238626702,🔧 Fix CLI Argument Parsing Bug (Issue #344),"The PR title and detailed description clearly indicate that the changes fix a bug related to CLI argument parsing, correcting incorrect flag handling and ensuring user inputs are honored. The extensive explanation and test results confirm this is a bug fix rather than a new feature or other change type.",fix,10
3241545126,Add nancorrmatrix and nancovmatrix functions,"The PR introduces new functions and a new decorator, which are new features added to the codebase. It also includes tests, but the primary change is the addition of new functionality.",feat,9
3241611660,Update typos pre-commit hook configuration,"The changes involve updating the configuration of a pre-commit hook, which is related to the build or development process rather than code functionality or documentation. This fits best under 'build' as it affects the build system or external dependencies.",build,9
3241861541,Add comprehensive OAuth2 server documentation,"The PR adds comprehensive documentation for the OAuth2 server component without changing code functionality, which fits the 'docs' category.",docs,10
3226145369,Add Linux support for SwiftAnthropic,"The PR introduces a new feature by adding Linux support through a cross-platform networking layer and conditional compilation, along with CI/CD updates and documentation enhancements. This is a clear addition of functionality rather than a fix or refactor.",feat,9
3226434542,OpenAI-compatible APIs like DeepSeek support,"The PR introduces new support for OpenAI-compatible APIs like DeepSeek, adding new features such as multi-provider support, configurable model mapping, and transparent proxying without breaking existing functionality. This clearly adds new capabilities rather than fixing bugs or making other types of changes.",feat,10
2922676503,OmniMCP: Direct Host Control Bridge Between OmniParser and Claude MCP,"The PR introduces a new feature called OmniMCP that bridges OmniParser and Claude MCP for direct host control, including new deployment, operational modes, and integration capabilities. This is a clear addition of new functionality rather than a fix, refactor, or other change type.",feat,10
2925282771,Add CLAUDE.md for Claude Code assistance with Mondo Ontology,"The PR adds a new documentation file (CLAUDE.md) with instructions and guidelines, which is a documentation-only change without code modifications or features.",docs,9
2959025892,[fix][cli] Enhance split-bundle command to accept single hash values,"The changes fix the CLI command to correctly handle single hash values and improve error messages, which addresses a bug or limitation in the existing functionality.",fix,9
2964008111,Add two mini-tutorials,"The PR primarily adds new tutorial documentation and improves existing documentation related to scheduled pipelines, enhancing user guidance and resources. There is no indication of bug fixes, code changes, or tests added. Therefore, the change is best classified as documentation only changes.",docs,10
